Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
USAU,U.S. Gold Corp.,0.975,18136039.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usau
USWS,"U.S. Well Services, Inc.",8,0,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/usws
USWSW,"U.S. Well Services, Inc.",0.7,0,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/uswsw
UBNT,"Ubiquiti Networks, Inc.",110.22,7807460043,n/a,2011,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ubnt
UFPT,"UFP Technologies, Inc.",36.25,267278753.8,n/a,1993,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/ufpt
ULTA,"Ulta Beauty, Inc.",301.11,17997464843,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ulta
UCTT,"Ultra Clean Holdings, Inc.",8.85,345275501.9,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/uctt
UPL,Ultra Petroleum Corp.,1.49,293609838.7,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/upl
RARE,Ultragenyx Pharmaceutical Inc.,55.51,2807674651,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rare
ULBI,Ultralife Corporation,7.66,122228145.8,n/a,1992,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ulbi
UMBF,UMB Financial Corporation,65.81,3282354762,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/umbf
UMPQ,Umpqua Holdings Corporation,19.49,4292478750,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/umpq
UNAM,Unico American Corporation,5.8,30781197.4,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/unam
UBSH,Union Bankshares Corporation,34.81,2296898654,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsh
UNB,"Union Bankshares, Inc.",45.51,203238876.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/unb
QURE,uniQure N.V.,28.68,1069152714,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/qure
UBCP,"United Bancorp, Inc.",12.25,65953240.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubcp
UBOH,"United Bancshares, Inc.",22.3713,73111891.61,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uboh
UBSI,"United Bankshares, Inc.",35.11,3622788590,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsi
UCBI,"United Community Banks, Inc.",25.54,2022956179,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ucbi
UCFC,United Community Financial Corp.,9.35,466840787.6,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/ucfc
UAL,"United Continental Holdings, Inc.",91.75,24998609801,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ual
UBNK,"United Financial Bancorp, Inc. ",16.08,822085369,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/ubnk
UFCS,"United Fire Group, Inc",52.25,1308876451,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ufcs
UIHC,United Insurance Holdings Corp.,19.18,824444206,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/uihc
UNFI,"United Natural Foods, Inc.",21.82,1119642045,n/a,1996,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/unfi
UBFO,United Security Bancshares,10.2,172396503.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubfo
USLM,"United States Lime & Minerals, Inc.",74.65,417886967.5,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/uslm
UTHR,United Therapeutics Corporation,115.11,5017320060,n/a,1999,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/uthr
UG,"United-Guardian, Inc.",17.4,79941150.6,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ug
UNIT,Uniti Group Inc.,19.4,3472234989,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/unit
UNTY,"Unity Bancorp, Inc.",21.89,235012594.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/unty
UBX,"Unity Biotechnology, Inc.",12.19,515912030.8,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ubx
OLED,Universal Display Corporation,91.29,4299851842,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/oled
UEIC,Universal Electronics Inc.,34.32,473804965.9,n/a,1993,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/ueic
UFPI,"Universal Forest Products, Inc.",27.49,1694928416,n/a,1993,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/ufpi
ULH,"Universal Logistics Holdings, Inc.",23.56,668983655.5,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ulh
USAP,"Universal Stainless & Alloy Products, Inc.",19.51,170224554.9,n/a,1994,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/usap
UVSP,Univest Corporation of Pennsylvania,25.04,736267421,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uvsp
UMRX,Unum Therapeutics Inc.,6.84,204291976.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/umrx
UPLD,"Upland Software, Inc.",29.07,627603858,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld
UPWK,Upwork Inc.,17,0,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/upwk
UONE,"Urban One, Inc. ",2.3901,112336267.9,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uone
UONEK,"Urban One, Inc. ",2.14,101849976.6,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uonek
URBN,"Urban Outfitters, Inc.",36.9,3971873417,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/urbn
URGN,UroGen Pharma Ltd.,50.05,805917962.9,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urgn
UROV,Urovant Sciences Ltd.,8.3,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urov
ECOL,"US Ecology, Inc.",67.68,1491653258,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/ecol
USAT,"USA Technologies, Inc.",4.95,297004534.2,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usat
USATP,"USA Technologies, Inc.",19.38,8625320.94,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usatp
USAK,"USA Truck, Inc.",20.47,171166148.4,n/a,1992,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/usak
UTMD,"Utah Medical Products, Inc.",94,350902000,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/utmd
UTSI,UTStarcom Holdings Corp,3.5395,127044763.6,n/a,2000,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/utsi
UXIN,Uxin Limited,4.19,104750000,25000000,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/uxin
VCNX,"Vaccinex, Inc.",5.41,62083802.09,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vcnx
VLRX,"Valeritas Holdings, Inc.",0.379,37881293.32,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/vlrx
VALX,Validea Market Legends ETF,27.2899,24560910,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/valx
VLY,Valley National Bancorp,10.32,3420993518,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vly
VLYPO,Valley National Bancorp,24.41,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypo
VLYPP,Valley National Bancorp,25.14,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypp
VALU,"Value Line, Inc.",25.51,247174910.3,n/a,1983,Finance,Investment Managers,https://www.nasdaq.com/symbol/valu
VNDA,Vanda Pharmaceuticals Inc.,23.97,1257223624,n/a,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vnda
BBH,VanEck Vectors Biotech ETF,119.97,413476964.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbh
GNRX,VanEck Vectors Generic Drugs ETF,23.2833,3492495,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gnrx
PPH,VanEck Vectors Pharmaceutical ETF,61.16,271436520.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pph
VWOB,Vanguard Emerging Markets Government Bond ETF,73.53,1045256009,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vwob
VNQI,Vanguard Global ex-U.S. Real Estate ETF,54.8,5450034483,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vnqi
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,82.14,18468275378,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcit
VGIT,Vanguard Intermediate-Term Treasury ETF,62.24,2953790712,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgit
VIGI,Vanguard International Dividend Appreciation ETF,59.65,875373651.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vigi
VYMI,Vanguard International High Dividend Yield ETF,58.95,902560341.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vymi
VCLT,Vanguard Long-Term Corporate Bond ETF,84,2394360276,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vclt
VGLT,Vanguard Long-Treasury ETF,70.79,725148549.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vglt
VMBS,Vanguard Mortgage-Backed Securities ETF,50.65,7117702022,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vmbs
VONE,Vanguard Russell 1000 ETF,122.58,888705000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vone
VONG,Vanguard Russell 1000 Growth ETF,141.16,2008242525,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vong
VONV,Vanguard Russell 1000 Value ETF,105.63,1647828000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vonv
VTWO,Vanguard Russell 2000 ETF,120.34,1462131000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtwo
VTWG,Vanguard Russell 2000 Growth ETF,135.31,277385500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtwg
VTWV,Vanguard Russell 2000 Value ETF,105.47,208303250,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtwv
VTHR,Vanguard Russell 3000 ETF,122.37,379347000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vthr
VCSH,Vanguard Short-Term Corporate Bond ETF,77.7,20718706943,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcsh
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,48.11,5859413745,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtip
VGSH,Vanguard Short-Term Treasury ETF,59.78,4106813846,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgsh
BND,Vanguard Total Bond Market ETF,77.96,35652902483,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bnd
VTC,Vanguard Total Corporate Bond ETF,79.37,75401500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtc
BNDX,Vanguard Total International Bond ETF,54.67,12372372894,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bndx
VXUS,Vanguard Total International Stock ETF,49.87,10549189459,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vxus
BNDW,Vanguard Total World Bond ETF,74.54,44724000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bndw
VEAC,Vantage Energy Acquisition Corp.,10.04,157933236.1,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/veac
VEACU,Vantage Energy Acquisition Corp.,10.5,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/veacu
VEACW,Vantage Energy Acquisition Corp.,0.74,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/veacw
VREX,Varex Imaging Corporation,24.7,939256945.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vrex
VRNS,"Varonis Systems, Inc.",56.32,1659452636,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vrns
VBLT,Vascular Biogenics Ltd.,1.17,41980918.59,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vblt
VXRT,"Vaxart, Inc.",2.79,19923917.31,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vxrt
VBIV,"VBI Vaccines, Inc.",1.69,108807930.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vbiv
VTIQ,VectoIQ Acquisition Corp.,9.65,67497938.25,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/vtiq
VTIQU,VectoIQ Acquisition Corp.,10.13,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/vtiqu
VTIQW,VectoIQ Acquisition Corp.,0.485,3392383.425,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/vtiqw
VECO,Veeco Instruments Inc.,8.21,392380538.2,n/a,1994,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/veco
VEON,VEON Ltd.,2.7,4020767999,1489173333,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/veon
VRA,"Vera Bradley, Inc.",10.74,377581733.6,n/a,2010,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/vra
VCYT,"Veracyte, Inc.",12.69,514437105.5,n/a,2013,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/vcyt
VSTM,"Verastem, Inc.",5.04,371908373.8,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vstm
VCEL,Vericel Corporation,17.88,775050582.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vcel
VRNT,Verint Systems Inc.,44.12,2863628410,n/a,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/vrnt
VRSN,"VeriSign, Inc.",153.65,18574505272,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsn
VRSK,"Verisk Analytics, Inc.",120.95,19910806054,n/a,2009,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsk
VBTX,"Veritex Holdings, Inc.",24.99,604311353.7,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/vbtx
VERI,"Veritone, Inc.",5.75,111137598.5,n/a,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/veri
VRML,"Vermillion, Inc.",0.5302,39967899.06,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vrml
VRNA,Verona Pharma plc,12.5,115134725,9210778,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrna
VRRM,Verra Mobility Corporation,9.88,115653145.9,n/a,2017,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/vrrm
VRRMW,Verra Mobility Corporation,1.88,0,n/a,2017,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/vrrmw
VRCA,Verrica Pharmaceuticals Inc.,11.7,300647540.7,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrca
VTNR,"Vertex Energy, Inc",1.52,60811430.4,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/vtnr
VRTX,Vertex Pharmaceuticals Incorporated,167.4,42780415059,n/a,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrtx
VERU,Veru Inc.,1.33,73528991.48,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/veru
VIA,Viacom Inc.,34.89,14056095607,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/via
VIAB,Viacom Inc.,31.14,10819907888,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/viab
VSAT,"ViaSat, Inc.",69.67,4155831454,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vsat
VIAV,Viavi Solutions Inc.,9.7,2215696659,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/viav
VICL,Vical Incorporated,1.27,27706372.07,n/a,1993,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vicl
VICR,Vicor Corporation,33.8,1357621278,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vicr
VCTR,"Victory Capital Holdings, Inc.",12.32,836626030.2,n/a,2018,Finance,Investment Managers,https://www.nasdaq.com/symbol/vctr
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,31.36,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ciz
VSDA,VictoryShares Dividend Accelerator ETF,29.37,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vsda
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,22.54,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cey
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,25.56,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cez
CID,VictoryShares International High Div Volatility Wtd ETF,31.5568,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cid
CIL,VictoryShares International Volatility Wtd ETF,36.3444,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cil
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,48.03,33621000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfo
CFA,VictoryShares US 500 Volatility Wtd ETF,48.07,9614000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfa
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,44.51,113500500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csf
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,45.9848,29890120,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cdc
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,44.7313,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cdl
